label,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,d4,d8,d12,d16,d20
paper,-0.5026790499687195,-0.3225385546684265,-0.730262815952301,-0.5839577913284302,-1.000467300415039,-0.7857856154441833,-1.2883456945419312,-0.9975860118865967,-0.277635782957077,-0.9894937872886658,-0.4243626892566681,-1.4464726448059082,-0.5170838236808777,-1.764339804649353,-0.5518641471862793,-1.9855222702026367,3.044720031653014e-08,-1.0,-0.08308558911085129,-1.480499505996704,-0.14719781279563904,-1.7858052253723145,-0.17963223159313202,-2.017267942428589,0.24582216143608093,-0.9510440826416016,0.25122860074043274,-1.4034533500671387,0.22564996778964996,-1.7181018590927124,0.20260292291641235,-1.9628825187683105,0.418010950088501,-0.9036576747894287,0.5502519607543945,-1.2237329483032227,0.6094136238098145,-1.4456236362457275,0.6618611812591553,-1.6591954231262207,1.6294209957122803,2.0607893466949463,2.02524995803833,1.9733108282089233,1.7863341569900513
paper,-0.5014984607696533,-0.3400433659553528,-0.7816075682640076,-0.5549057722091675,-1.0984697341918945,-0.6965283751487732,-1.38639497756958,-0.9115235805511475,-0.2915407121181488,-1.030671238899231,-0.32604435086250305,-1.5765043497085571,-0.339957058429718,-1.9738465547561646,-0.3091942369937897,-2.2421326637268066,1.9505279169607093e-08,-1.0,0.08672018349170685,-1.5385621786117554,0.10724584758281708,-1.8652006387710571,0.12814684212207794,-2.1031484603881836,0.25754520297050476,-0.9160827994346619,0.36113911867141724,-1.3939745426177979,0.3857065439224243,-1.7230653762817383,0.39205801486968994,-1.9578708410263062,0.4332590699195862,-0.8543623685836792,0.5644590258598328,-1.1810327768325806,0.5951831340789795,-1.4112554788589478,0.6203559637069702,-1.634443759918213,1.659206509590149,2.2633514404296875,2.107048988342285,1.9967392683029175,1.7482128143310547
paper,-0.500596284866333,-0.3208686113357544,-0.7870268225669861,-0.5269166231155396,-1.113303780555725,-0.6585753560066223,-1.4181801080703735,-0.8587521910667419,-0.2958533763885498,-1.0261117219924927,-0.3464551568031311,-1.5729398727416992,-0.3713430166244507,-1.9733744859695435,-0.3456236720085144,-2.2465336322784424,2.7374065680874082e-08,-1.0,0.09474466741085052,-1.5399948358535767,0.12095694988965988,-1.8678419589996338,0.15071293711662292,-2.1054527759552,0.2557998299598694,-0.9199550151824951,0.37060511112213135,-1.3976637125015259,0.3937496840953827,-1.727293848991394,0.4000634253025055,-1.9695863723754883,0.42329663038253784,-0.8547670245170593,0.5583690404891968,-1.1902070045471191,0.5916125774383545,-1.4195311069488525,0.6136864423751831,-1.649193525314331,1.6579173803329468,2.2729647159576416,2.110840082168579,2.0098063945770264,1.7596733570098877
paper,-0.4117712080478668,-0.38194209337234497,-0.6612644791603088,-0.6428747177124023,-0.9057044982910156,-0.8839985728263855,-1.1439311504364014,-1.1022180318832397,-0.2977399528026581,-1.0234332084655762,-0.4390353262424469,-1.5627037286758423,-0.5094774961471558,-1.9237314462661743,-0.533790647983551,-2.190403699874878,-5.2674192119184227e-08,-1.0,0.05591617152094841,-1.594810962677002,0.10199219733476639,-1.9594590663909912,0.14351755380630493,-2.195737838745117,0.28412380814552307,-0.9040038585662842,0.3676605522632599,-1.4805917739868164,0.39632612466812134,-1.8238810300827026,0.42294538021087646,-2.053999662399292,0.5420427918434143,-0.8107811808586121,0.6983075141906738,-1.2131913900375366,0.7747204899787903,-1.4634603261947632,0.8376055359840393,-1.6955292224884033,1.5885411500930786,2.254506826400757,2.200423240661621,2.097092628479004,1.8911378383636475
paper,-0.3121478259563446,-0.3678848445415497,-0.4917660653591156,-0.6137552261352539,-0.6102816462516785,-0.8185412287712097,-0.7353723645210266,-0.9867125749588013,-0.27001532912254333,-1.0585678815841675,-0.4118488132953644,-1.5683202743530273,-0.46250027418136597,-1.9315967559814453,-0.47620752453804016,-2.195253372192383,3.279574301018329e-08,-1.0,0.13911598920822144,-1.6336685419082642,0.2412547767162323,-2.0160443782806396,0.31976136565208435,-2.284524917602539,0.2776334285736084,-0.8785414695739746,0.5201627016067505,-1.459655523300171,0.6591209769248962,-1.8142303228378296,0.7719355821609497,-2.0745952129364014,0.5541086792945862,-0.7367056012153625,0.8630063533782959,-1.1500016450881958,1.0587140321731567,-1.35377037525177,1.2087324857711792,-1.5464202165603638,1.2305991649627686,2.2463104724884033,2.3067946434020996,2.2135560512542725,1.9627658128738403
paper,-0.46876534819602966,-0.38339945673942566,-0.6696784496307373,-0.688681423664093,-0.8314822912216187,-0.9863725900650024,-1.079038381576538,-1.192083477973938,-0.33378201723098755,-0.9683451652526855,-0.3809095323085785,-1.3535640239715576,-0.3768225908279419,-1.6003450155258179,-0.3682255446910858,-1.7538496255874634,-2.380681785041361e-08,-1.0,0.0022878400050103664,-1.4975184202194214,-0.0038288007490336895,-1.8020479679107666,0.003417394356802106,-2.019315481185913,0.2986467182636261,-0.9611515998840332,0.3452635407447815,-1.473933219909668,0.3289014995098114,-1.8009581565856934,0.30791887640953064,-2.0366592407226562,0.5376735925674438,-0.9072198271751404,0.6806122660636902,-1.2890838384628296,0.7541432976722717,-1.5486284494400024,0.8030338287353516,-1.7693623304367065,1.6079137325286865,1.7920877933502197,2.0193183422088623,2.0598044395446777,1.9430662393569946
paper,-0.47259780764579773,-0.351565957069397,-0.6422087550163269,-0.6105049252510071,-0.6943832039833069,-0.8156720995903015,-0.7296099066734314,-1.0262715816497803,-0.32060712575912476,-1.0114411115646362,-0.4079289138317108,-1.5425153970718384,-0.4712928235530853,-1.9003605842590332,-0.48540204763412476,-2.1486663818359375,4.690480448488188e-09,-1.0,-0.01234124880284071,-1.550695776939392,-0.02577233873307705,-1.8543919324874878,-0.03712921589612961,-2.035184621810913,0.2798330783843994,-0.938229501247406,0.4237516224384308,-1.4263454675674438,0.44748830795288086,-1.7088046073913574,0.45544031262397766,-1.8909566402435303,0.4872465431690216,-0.8804670572280884,0.6372560858726501,-1.249835729598999,0.676866352558136,-1.4837099313735962,0.6786130666732788,-1.6792532205581665,1.259191870689392,2.202812433242798,2.0355231761932373,1.9450303316116333,1.8111894130706787
paper,-0.37206313014030457,-0.4514066278934479,-0.4575088918209076,-0.7534874677658081,-0.38628801703453064,-1.0484939813613892,-0.2920405864715576,-1.3282337188720703,-0.32258886098861694,-1.0746686458587646,-0.45462918281555176,-1.5898936986923218,-0.46285054087638855,-1.939424753189087,-0.4251003563404083,-2.1543843746185303,-4.2224588270300956e-08,-1.0,0.03447028249502182,-1.5821415185928345,0.09621288627386093,-1.9009613990783691,0.14243003726005554,-2.0511553287506104,0.30964192748069763,-0.8933961987495422,0.42283204197883606,-1.463966965675354,0.4665280282497406,-1.7693182229995728,0.4954727292060852,-1.9280331134796143,0.5838237404823303,-0.8025442957878113,0.6944709420204163,-1.2509130239486694,0.7241536974906921,-1.4870857000350952,0.739190399646759,-1.6401429176330566,1.3599604368209839,2.1959240436553955,2.0560944080352783,1.9906795024871826,1.799019455909729
paper,-0.39226973056793213,-0.40682557225227356,-0.5981948971748352,-0.6291389465332031,-0.7467209696769714,-0.8170275688171387,-0.9296905994415283,-0.9771186113357544,-0.3410998284816742,-1.0473504066467285,-0.47990110516548157,-1.5224065780639648,-0.5274540781974792,-1.8845618963241577,-0.5430765151977539,-2.1516427993774414,1.851085151827192e-08,-1.0,0.08994516730308533,-1.597509741783142,0.19218969345092773,-1.9801594018936157,0.2737036645412445,-2.265228748321533,0.3118413984775543,-0.878729522228241,0.4633205533027649,-1.4291332960128784,0.566405713558197,-1.7576205730438232,0.6590620279312134,-2.0172924995422363,0.5993401408195496,-0.7590461373329163,0.8464575409889221,-1.1194112300872803,0.9989908933639526,-1.3258699178695679,1.1223127841949463,-1.5404362678527832,1.348734736442566,2.219121217727661,2.2817044258117676,2.122223377227783,1.9059196710586548
paper,-0.4497505724430084,-0.396137535572052,-0.6964176893234253,-0.619844377040863,-0.8913239240646362,-0.8187008500099182,-1.1105093955993652,-1.018883466720581,-0.34750837087631226,-1.0350168943405151,-0.48549485206604004,-1.523714303970337,-0.5359742045402527,-1.8954192399978638,-0.5506269335746765,-2.1683928966522217,4.622712435065068e-09,-1.0,0.06925471127033234,-1.5760618448257446,0.14363867044448853,-1.9603688716888428,0.21330785751342773,-2.247701406478882,0.31113201379776,-0.8855815529823303,0.4219554662704468,-1.431760311126709,0.47234347462654114,-1.7828717231750488,0.5294165015220642,-2.053229331970215,0.586682140827179,-0.7860404849052429,0.7866241335868835,-1.1591887474060059,0.892217755317688,-1.3991975784301758,0.9829837083816528,-1.6493538618087769,1.5071014165878296,2.2372119426727295,2.2578001022338867,2.12038516998291,1.9200586080551147
