label,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,d4,d8,d12,d16,d20
ok,0.014262730729919655,1.40738470551225,0.0031524130159448437,0.27653247887569704,-0.24398351369100657,0.05965520007373452,0.5254766437372042,1.3514839773560983,-0.18085139581428333,0.23120193509336204,-0.6821721513952728,-0.4615449134736704,0.9145681836372701,0.9604953698290026,-0.27071334198849334,0.5781878851211988,-0.9928075838340829,-0.11972093167667235,1.2266013403755804,1.2053885319897915,-0.32444205378674357,0.3863318821560609,-1.2433877795479131,0.16832278607045517,1.4767194953845815,1.1908176454568193,-0.3616597659683562,0.3800643702134675,-1.2326482520508428,0.15115026723114017,0.5764129441581636,1.086815308188174,-0.16361192580078954,0.3496585658469044,-0.9883070188643679,-0.2663369714379878,0.779194834434913,0.618578854983307,-0.2793353559132071,0.5307712516528341,1.4500464282786172,0.6384253629293745,1.254729345572028,1.2302111185911293,0.599788598294661
rock,-0.4502806365489959,-0.4588636755943298,-0.4845946431159973,-0.8485878705978394,-0.3620088100433349,-1.10895574092865,-0.2648011445999145,-1.3819395303726196,-0.3151332437992096,-1.0525941848754885,-0.3876028060913086,-1.5447330474853516,-0.4228598177433014,-1.620232105255127,-0.3886146247386932,-1.571469783782959,-2.4125583308887144e-08,-1.0,-0.0559574402868747,-1.5943586826324463,-0.1537734419107437,-1.6084816455841064,-0.1792195290327072,-1.4977489709854126,0.2526066899299621,-0.9595776796340942,0.2108414471149444,-1.4659849405288696,0.081512376666069,-1.4384585618972778,0.0099072391167283,-1.360663652420044,0.4519768357276916,-0.9080608487129213,0.4258131682872772,-1.2546244859695437,0.2968340516090393,-1.2726331949234009,0.2190705090761184,-1.167649269104004,1.407080888748169,1.618807673454285,1.50843346118927,1.3606997728347778,1.1880221366882324
scissors,-0.391918271780014,-0.3509530425071716,-0.6373831629753113,-0.6433699727058411,-0.8724330067634583,-0.857148289680481,-1.1215007305145264,-1.027103066444397,-0.2637296020984649,-1.0523784160614014,-0.4058216512203216,-1.4991941452026367,-0.4754131734371185,-1.813394784927368,-0.5026699304580688,-2.041339635848999,3.714645302466124e-08,-0.9999999403953552,0.1580066680908203,-1.546435832977295,0.251617819070816,-1.8953734636306765,0.3485472500324249,-2.1497979164123535,0.2336379289627075,-0.8933660387992859,0.3594017028808594,-1.3049014806747437,0.2639793455600738,-1.2108275890350342,0.1982082277536392,-1.0997532606124878,0.4280111789703369,-0.8190632462501526,0.4895926415920257,-1.093227744102478,0.4035202264785766,-1.010531306266785,0.3599909842014313,-0.9389283061027528,1.5207579135894775,2.10231876373291,2.1778695583343506,1.1174720525741575,1.0055744647979736
scissors,-0.3397628664970398,-0.3210669159889221,-0.5250452160835266,-0.6435847282409668,-0.6390872597694397,-0.9187387228012084,-0.7946193218231201,-1.099933624267578,-0.2798657119274139,-1.0375869274139404,-0.3300336599349975,-1.553457260131836,-0.3579602539539337,-1.8572988510131836,-0.3566910326480865,-2.0810935497283936,2.2167213842294583e-08,-1.0,0.1938449442386627,-1.5789326429367063,0.3272993862628937,-1.8697725534439087,0.4442479014396667,-2.0697638988494873,0.2543659210205078,-0.895627498626709,0.417592853307724,-1.382320761680603,0.3498446941375732,-1.272626519203186,0.2869478166103363,-1.1399725675582886,0.4715246260166168,-0.7591333389282227,0.592441201210022,-1.0936129093170166,0.5128878355026245,-0.9960848689079284,0.4487646520137787,-0.8862491846084595,1.3569355010986328,2.111439943313598,2.116903066635132,1.1755324602127075,0.9933918714523317
scissors,-0.4282113313674927,-0.3596104681491852,-0.6607064008712769,-0.643166720867157,-0.8727495670318604,-0.8078020215034485,-1.1054821014404297,-0.9478511810302734,-0.2880762815475464,-1.0591341257095337,-0.4146013259887695,-1.5278677940368652,-0.4606189727783203,-1.858668088912964,-0.4682842195034027,-2.075334310531616,3.093818889965405e-08,-0.9999999403953552,0.1393253654241562,-1.5503098964691162,0.218861848115921,-1.832558035850525,0.2894788384437561,-2.020467758178711,0.2450438141822815,-0.912974774837494,0.3119699358940124,-1.371737360954285,0.2281302064657211,-1.3635296821594238,0.1703951060771942,-1.3111249208450315,0.4337387084960937,-0.8394089937210083,0.5017902851104736,-1.172945499420166,0.4225112199783325,-1.1469608545303345,0.3697711825370788,-1.0747640132904053,1.45619797706604,2.1275110244750977,2.041099548339844,1.3221508264541626,1.1365951299667358
scissors,-0.4607955813407898,-0.2676630318164825,-0.7335641384124756,-0.5113710165023804,-1.0440473556518557,-0.6682335734367371,-1.338159203529358,-0.78526771068573,-0.2849481403827667,-0.9987326264381408,-0.4433259963989258,-1.460687279701233,-0.5244467854499817,-1.8149850368499756,-0.5565813779830933,-2.061789035797119,5.5924381570093835e-08,-0.9999999403953552,0.1633903384208679,-1.504708766937256,0.2365401238203048,-1.8292889595031736,0.3057581186294555,-2.0525107383728027,0.2161391973495483,-0.9331921935081482,0.3147496283054352,-1.3466967344284058,0.2386168986558914,-1.4011811017990112,0.165424183011055,-1.404546141624451,0.3512145578861236,-0.8665649890899658,0.4192830920219421,-1.172002196311951,0.3470369279384613,-1.1919598579406738,0.2871782481670379,-1.1846277713775637,1.5515525341033936,2.1355926990509033,2.075159788131714,1.4142541885375977,1.2189397811889648
paper,0.7190487685867446,0.38475032594016884,-5.201240632618278,-0.07416827940448478,0.6190382040093652,0.1207304348146394,1.0210920418186273,-1.0913308206684593,-5.375521827047905,-0.15223425405474664,-1.149660202242758,-0.6346699754990214,-1.869792923136202,-3.037455740374846,-4.913022727470342,0.3558767638908198,-4.163336342344337e-17,-0.9999999999999999,-0.8607138341045901,-4.002371906817547,-5.012644622019154,0.37527118394920483,0.652666533988346,-1.3695009979739723,-0.28003017671705005,-4.683590877414548,-5.260194546092661,0.6557745237025845,1.5779861237247867,-1.975464547115511,0.10650623718469995,-2.792827995218134,-5.44158364822976,0.3561513196999626,-1.1326260570308426,-3.4310136265029905,-2.698466795096739,-4.025872183046119,-4.985179256814568,0.46966847617236646,1.4945340136665428,4.925894902626072,1.5170717148638908,2.794858098264273,5.007254806786281
rock,-0.4935377836227417,-0.2853217422962188,-0.8506092429161072,-0.5046749114990234,-1.205243468284607,-0.5988266468048096,-1.5581742525100708,-0.7335437536239624,-0.3357424736022949,-0.9677602648735046,-0.3584010601043701,-1.439143419265747,-0.4082365930080414,-1.574693202972412,-0.4351997971534729,-1.5801740884780884,-1.0781021408945436e-08,-1.0,-0.1159637868404388,-1.4813899993896484,-0.2288061827421188,-1.5440113544464111,-0.2835380434989929,-1.4874225854873655,0.2616523206233978,-0.9830158352851868,0.0952285304665565,-1.3606781959533691,-0.0383994244039058,-1.395045280456543,-0.1389562487602234,-1.3378219604492188,0.4268073737621307,-0.952963888645172,0.3154874444007873,-1.2307628393173218,0.1715607196092605,-1.2747979164123535,0.0847280174493789,-1.2341835498809814,1.7222059965133667,1.639008641242981,1.514206051826477,1.3450191020965576,1.2370884418487549
paper,-2.9738285654720436,-1.534380102137858,-0.06195551856392763,-0.13601737574486858,0.31582136242498937,-0.39607090429597547,-3.327298437357649,-1.2760714692008106,0.14198136318204488,-0.057643659888699086,-0.05090544033231298,-0.7491970163531287,-2.167196253450721,-0.03665624844196336,-0.1249216495072977,-0.20706220687236643,3.885780586188048e-16,-1.0,-3.1309064313938957,0.062019255761965875,-0.021933013887693233,-0.09763551258705329,0.006733822784085464,-1.1231660616425871,-3.811900973794166,-0.1368212274005398,0.04190337043655184,-0.17858392847010413,-0.2879797380303473,-0.4781303023009418,-3.995090143375018,-0.22564428392600444,0.14670254301154056,-0.20267797205497645,-0.3837382054975217,-0.5631361483969834,-2.829461015782039,1.1127765822463727,0.08251432572959523,-0.35803885333533836,3.5636039743146224,0.24182674796324496,1.1231862474207062,4.001457309101361,0.367424052626245
paper,-0.3404680826240748,-0.383047666384982,-0.8308850810338971,-0.8256813824776102,0.07381872697638776,-0.29282855526911394,-0.7876049557609266,-0.12230119467258499,-1.1581482736475208,-0.7273817619490726,0.11877252926346316,-0.4332638468331664,-0.5902121875769192,0.7314095463821262,-0.885541874336643,-0.01736567770858466,0.0,-1.0,-0.8454262928254637,1.1277764049331074,-1.2821912794996027,-0.048531614620320296,0.17077667919342066,-1.3643084612209178,-1.1307529306217297,1.3921995408435226,-1.570545366871306,0.05678600162792968,-0.7617326966045666,-0.7973487208428053,-0.07557224202566912,0.4225832771143047,-1.3250321974371695,-0.21948137159690106,-0.44989195905903295,-0.4464251833769332,-0.08074011893414307,0.6834380979354431,-1.2790909837122855,0.3418128893300909,0.7970440066630653,0.8857121304159343,1.374955363462873,0.42928753751006044,1.323974998225513
